id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
1,colombia,Sin clasificar,"Plan éxodo en Bogotá por el puente festivo del 17 de noviembre: siga el minuto a minuto de la movilidad, vías, horarios y restricciones https://www.eltiempo.com/bogota/movilidad-bogota-asi-amanece-la-ciudad-este-viernes-14-de-noviembre-3508853 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la fu...",WEB www.eltiempo.com,,,,Bogotá por el puente festivo del 17 de noviembre: siga el minuto a minuto de la movilidad,,,,mensajes,2025-11-14T13:57:45,2025-11-14T13:57:45
2,colombia,Criminalidad,Salvatore Mancuso se retracta de acusación contra Álvaro Uribe Vélez por caso de asesinato de alcalde en Sucre: 'No me consta' https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/salvatore-mancuso-se-retracta-de-acusacion-contra-alvaro-uribe-velez-por-caso-de-asesinato-de-alcalde-en-sucre-no-me-consta-3508832 En este portal utilizamos datos de navegación / cookies propias y de terceros p...,WEB www.eltiempo.com,35.661543,139.698750,54SUE8221947189,Sucre: 'No me consta' https://www,,渋谷区,theatre,nominatim,2025-11-14T13:57:46,2025-11-14T13:57:46
3,colombia,Sin clasificar,"Joven de 15 años lucha por su vida tras recibir dos descargas eléctricas por un cable suelto en Mosquera, Cundinamarca https://www.eltiempo.com/bogota/joven-de-15-anos-lucha-por-su-vida-tras-recibir-dos-descargas-electricas-por-un-cable-suelto-en-mosquera-cundinamarca-3508848 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar informa...",WEB www.eltiempo.com,4.700200,-74.238506,18NWL8445419570,Mosquera,Cundinamarca,,administrative,nominatim,2025-11-14T13:57:46,2025-11-14T13:57:46
4,colombia,Sin clasificar,Juez regañó al abogado de 'Papá Pitufo' durante la audiencia de acusación de la Fiscalía: 'Deja mucho que desear de su comportamiento' https://www.eltiempo.com/justicia/delitos/el-regano-de-un-juez-al-abogado-de-papa-pitufo-durante-la-audiencia-de-acusacion-de-la-fiscalia-dejan-mucho-que-desear-de-su-comportamiento-3508844 En este portal utilizamos datos de navegación / cookies propias y de ter...,WEB www.eltiempo.com,,,,este portal utilizamos datos de navegación / cookies propias y de ter,,,,mensajes,2025-11-14T13:57:47,2025-11-14T13:57:47
5,colombia,Sin clasificar,Vehículos no matriculados en Bogotá tendrán pico y placa dos sábados de cada mes ¿Por qué se tomó esta medida?,WEB www.eltiempo.com,,,,Bogotá tendrán pico y placa dos sábados de cada mes ¿Por qué se tomó esta medida?,,,,mensajes,2025-11-14T14:47:13,2025-11-14T14:47:13
6,colombia,Sin clasificar,"Alcalde Carlos Fernando Galán anuncia aumento en el precio del pico y placa solidario para carros no matriculados en Bogotá https://www.eltiempo.com/bogota/alcalde-carlos-fernando-galan-anuncia-aumento-en-el-precio-del-pico-y-placa-solidario-para-carros-no-matriculados-en-bogota-3508877 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elabo...",WEB www.eltiempo.com,35.661543,139.698750,54SUE8221947189,precio del pico y placa solidario para carros no matriculados en Bogotá https://www,,渋谷区,theatre,nominatim,2025-11-14T14:57:17,2025-11-14T14:57:17
7,colombia,Sin clasificar,"Siguen los líos internos en el Centro Democrático: Andrés Guerra se baja de su aspiración presidencial https://www.eltiempo.com/politica/partidos-politicos/siguen-los-lios-internos-en-el-centro-democratico-andres-guerra-se-baja-de-su-aspiracion-presidencial-3508870 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadí...",WEB www.eltiempo.com,35.661543,139.698750,54SUE8221947189,Centro Democrático: Andrés Guerra se baja de su aspiración presidencial https://www,,渋谷区,theatre,nominatim,2025-11-14T14:57:18,2025-11-14T14:57:18
8,colombia,Sin clasificar,"#Ciudad ✊Con cantos, palabras y caminos compartidos, la Escuela Kimy Pernía Domicó cerró un nuevo ciclo de la Escuela Territorial de Memoria «Minga de Pueblos en Resistencia», un proceso que tejió saberes, territorios y luchas por la vida digna en la ciudad. 🔍 https://www.colombiainforma.info/escuela-territorial-de-memoria-minga-de-pueblos-en-resistencia-siembra-paz-y-vida-en-bogota/",@colombiainforma,-27.604883,-59.193200,21JTK8354744645,Resistencia»,Chaco,Municipio de Resistencia,administrative,nominatim,2025-11-14T19:22:39,2025-11-14T19:22:39
9,colombia,Sin clasificar,"Policía descartó presencia de artefacto explosivo en la Universidad Católica en Bogotá tras evacuación de emergencia https://www.eltiempo.com/bogota/evacuan-universidad-catolica-en-bogota-por-presunta-amenaza-de-artefacto-explosivo-esto-es-lo-que-se-sabe-3508909 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadísti...",WEB www.eltiempo.com,35.661543,139.698750,54SUE8221947189,Universidad Católica en Bogotá tras evacuación de emergencia https://www,,渋谷区,theatre,nominatim,2025-11-14T19:31:57,2025-11-14T19:31:57
10,colombia,Sin clasificar,"El dólar rebota con fuerza, gana más de 40 pesos y vuelve a subir en Colombia https://www.eltiempo.com/economia/sector-financiero/el-dolar-rebota-con-fuerza-gana-mas-de-40-pesos-y-vuelve-a-subir-en-colombia-3508936 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostr...",WEB www.eltiempo.com,50.701555,-120.426166,10UFB8174919797,Colombia https://www,British Columbia,Thompson-Nicola Regional District,dog_park,cache,2025-11-14T19:31:58,2025-11-14T19:31:58
